DisplayName, Description, Nickname, RoleDefinitionId
CSGA-PRD-IAM-ROL-Application_Administrator, CSGA-PRD-IAM-ROL-Application_Administrator, CSGA-PRD-IAM-ROL-Application_Administrator, 9b895d92-2cd3-44c7-9d02-a6ac2d5ea5c3
CSGA-PRD-IAM-ROL-Cloud_Application_Administrator, CSGA-PRD-IAM-ROL-Cloud_Application_Administrator, CSGA-PRD-IAM-ROL-Cloud_Application_Administrator, 158c047a-c907-4556-b7ef-446551a6b5f7
