DisplayName, Description, Nickname, RoleDefinitionId
CSGA-PRD-IAM-ROL-Global_Reader, CSGA-PRD-IAM-ROL-Global_Reader, CSGA-PRD-IAM-ROL-Global_Reader, f2ef992c-3afb-46b9-b7cf-a126ee74c451
CSGA-PRD-IAM-ROL_Security_Reader, CSGA-PRD-IAM-ROL_Security_Reader, CSGA-PRD-IAM-ROL_Security_Reader, 5d6b6bb7-de71-4623-b4af-96380a352509
